	tf-idf tweet idx	tf-idf score	tf-idf texts	w2v tweet idx	w2v score	w2v texts
0	1335567424947712007	2.406789886818408	"RT @SLT20201: WE CAUGHT THEM!

Biden is screwed because they got sloppy.

This illegal vote dump netted Biden 126K fraud votes and Trump on…"	1335567363568070663	58.931531507440695	I still have a hard time knowing that there are so many dumbasses who would vote for Biden. https://t.co/3um0D26dBY
1	1335567839391080450	2.406789886818408	"RT @SLT20201: WE CAUGHT THEM!

Biden is screwed because they got sloppy.

This illegal vote dump netted Biden 126K fraud votes and Trump on…"	1335576440620933121	55.842607624195175	RT @Toneman807: Why is it now so many Dems who voted Biden, would like to take their vote back? Why the sudden change of heart? Because for…
2	1335568909517385728	2.18097081057853	"RT @ArtValley818_: List of the 25 RINOs who say Biden won. 

Vote them out!!! https://t.co/oeATlPr23T"	1335565330622636032	55.59104818945287	Hard to believe that Biden could motivate his own family to vote for him! https://t.co/vCSnNazZCd
3	1335568943877074949	2.18097081057853	"RT @ArtValley818_: List of the 25 RINOs who say Biden won. 

Vote them out!!! https://t.co/oeATlPr23T"	1335568941108912130	52.59586749456582	@gatewaypundit @realDonaldTrump What dont some of you understand. This is no longer about Trump and Biden. This is about them stepping on your right to vote. And that vote be counted. If there is any fraud here then your rights are being taken away.
4	1335565330622636032	2.18097081057853	Hard to believe that Biden could motivate his own family to vote for him! https://t.co/vCSnNazZCd	1335568909517385728	51.95188439774484	"RT @ArtValley818_: List of the 25 RINOs who say Biden won. 

Vote them out!!! https://t.co/oeATlPr23T"
5	1335567363568070663	1.9230623575815449	I still have a hard time knowing that there are so many dumbasses who would vote for Biden. https://t.co/3um0D26dBY	1335568943877074949	51.95188439774484	"RT @ArtValley818_: List of the 25 RINOs who say Biden won. 

Vote them out!!! https://t.co/oeATlPr23T"
6	1335571431531425792	1.8115598805197397	"@Dknight10k Red States trashed Biden Votes and fear having to inform voter's who's votes were Trashed.
Biden won MORE STATES THAN HE IS CREDITED FOR.
IMPEACH GOVORNORS WHO WERE BEHING THE MASSIVE VOTE TRASHING FRAUD."	1335568989758631937	51.713585635404584	"The devil went down to Georgia 
He was looking for a vote to steal
He was in a bind
Biden was way behind
He found people willing to make a deal!

#FightForTrump"
7	1335567824509575169	1.7912904353428043	RT @chipfranklin: So Biden won the popular vote, the electoral vote, 4 recounts, 30 lawsuits, 7 judicial rulings, and Republicans still won…	1335565389368078336	51.01345672741979	Biden vote fraud claims hit ONE MILLION in five key states, independent investigator says https://t.co/4uQ3mSFyyg
8	1335571130120359937	1.7912904353428043	RT @chipfranklin: So Biden won the popular vote, the electoral vote, 4 recounts, 30 lawsuits, 7 judicial rulings, and Republicans still won…	1335559261213126656	49.71256129112668	"@TrishaMomOf6 @AdamSchiff That’s...not how it works. For the last time: rallies don’t vote, people do.

I didn’t attend a single Biden rally or event, yet I voted for him. And guess what? That was repeated time and time again across the country."
9	1335563677886537728	1.7912904353428043	RT @chipfranklin: So Biden won the popular vote, the electoral vote, 4 recounts, 30 lawsuits, 7 judicial rulings, and Republicans still won…	1335567359936000001	48.826102841197596	@realTuckFrumper That is already what we call Trump. Biden legally won by over 7 million votes . Trump didn’t even win the popular vote in 2016 and never had above 50% approval rating so what makes anyone think he should have won. The polls were right.
